,Voter,Votes,Voted
4935,matthewchaim,10,sirsuhayb
4936,AlexisGauba,150,sirsuhayb
4937,seedclubhq,250,sirsuhayb
4938,daranda,250,sirsuhayb
4939,sub_rrosa,100,sirsuhayb
4940,jamiew,1320,codybrown
4941,codybrown,130,codybrown
4942,km,2,codybrown
4943,jarroddicker,450,codybrown
4944,hvdsonofficial,45,codybrown
4945,raihan_,55,codybrown
4946,chadsnuts,125,codybrown
4947,jongold,121,codybrown
4948,jasoncho_,10,codybrown
4949,matdryhurst,170,codybrown
4950,ckurdziel,35,codybrown
4951,flarb,10,codybrown
4952,adamludwin,275,codybrown
4953,matthewchaim,30,codybrown
4954,tvanryzewyk,10,codybrown
4955,kneelingbus,830,codybrown
4956,chaykak,306,codybrown
4957,_callil,5,codybrown
4958,JamesJohnBeck,8,codybrown
4959,digitlartifacts,10,codybrown
4960,mikemckain_,5,codybrown
4961,tryggetoven,10,codybrown
4962,chrismartz,60,codybrown
4963,whatdotcd,300,codybrown
4964,seanmitchell,10,codybrown
4965,TheDavidZhou,20,codybrown
4966,cameronparkins,40,codybrown
4967,stephenpdiesel,2,codybrown
4968,MPtherealMVP,20,codybrown
4969,moredillon,1,codybrown
4970,lil_smush,5,codybrown
4971,zherring,5,codybrown
4972,john_c_palmer,150,codybrown
4973,bunch,2,codybrown
4974,DrewCoffman,10,codybrown
4975,Iiterature,10,TheDavidZhou
4976,ecrivaine_k,1150,TheDavidZhou
4977,marrowdao,500,TheDavidZhou
4978,soona,1020,TheDavidZhou
4979,gubsheep,765,TheDavidZhou
4980,devklink,30,TheDavidZhou
4981,iamlizendary,40,TheDavidZhou
4982,_kinjalbshah,200,TheDavidZhou
4983,notscottmoore,250,TheDavidZhou
4984,BrianFakhoury,40,TheDavidZhou
4985,NotZachDavidson,20,TheDavidZhou
4986,jacksondame,50,TheDavidZhou
4987,andrewhong5297,500,TheDavidZhou
4988,JacobShiach,20,tonysheng
4989,masonnystrom,500,tonysheng
4990,john_c_palmer,10,tonysheng
4991,chrismartz,50,tonysheng
4992,dberenzon,150,tonysheng
4993,thisisthetruth,5,tonysheng
4994,HelloShreyas,400,tonysheng
4995,Cooopahtroopa,330,tonysheng
4996,riabhutoria,500,tonysheng
4997,ljxie,200,tonysheng
4998,jessewldn,150,tonysheng
4999,zherring,80,tonysheng
5000,strangechances,75,tonysheng
5001,spencernoon,640,tonysheng
5002,yubancheng,20,tonysheng
5003,houmensiy,20,tonysheng
5004,Obstropolos,80,tonysheng
5005,ersanxian,10,tonysheng
5006,xilufeng1,50,tonysheng
5007,sishuitang,50,tonysheng
5008,maridegenia,20,tonysheng
5009,kinlpame,20,tonysheng
5010,Nogoodtwts,150,tonysheng
5011,PennBlockchain,5,tonysheng
5012,patrickxrivera,100,tonysheng
5013,MarkBeylin,200,tonysheng
5014,Creampp123,90,tonysheng
5015,qiuqiualg,50,tonysheng
5016,Tracy556677,1,tonysheng
5017,prestonattebery,10,tonysheng
5018,stephenpdiesel,1,tonysheng
5019,albertethwin,40,tonysheng
5020,xiangjieking,40,tonysheng
5021,Ajrocwhm,90,tonysheng
5022,zydetg,1,tonysheng
5023,mobliducke,40,tonysheng
5024,0xfendiman,60,tonysheng
5025,unicornfews,40,tonysheng
5026,nklansek,1,tonysheng
5027,colorblastfilms,1,tonysheng
5028,tanghoufa,30,tonysheng
5029,Veroniacy,30,tonysheng
5030,sinahab,200,tonysheng
5031,matthewchaim,594,belGIANgwaffles
5032,jacksondame,1160,belGIANgwaffles
5033,trent_vanepps,200,belGIANgwaffles
5034,MattHartman,1,belGIANgwaffles
5035,keikreutler,200,belGIANgwaffles
5036,stephenpdiesel,3,belGIANgwaffles
5037,arsydotorg,1,belGIANgwaffles
5038,lily___digital,500,belGIANgwaffles
5039,jondashkyle,25,belGIANgwaffles
5040,codygallo,20,belGIANgwaffles
5041,nklansek,1,belGIANgwaffles
5042,rowanspencer__,50,belGIANgwaffles
5043,songcampdotband,567,belGIANgwaffles
5044,sirsuhayb,1060,belGIANgwaffles
5045,teendaze,20,belGIANgwaffles
5046,like_a_bitcoin,20,belGIANgwaffles
5047,_NFTdude,10,belGIANgwaffles
5048,zherring,20,belGIANgwaffles
5049,tracydetg,5,belGIANgwaffles
5050,quiettheory,10,belGIANgwaffles
5051,zydetg,1,belGIANgwaffles
5052,lylemckeany,25,belGIANgwaffles
5053,DLROWiAM,6,belGIANgwaffles
5054,strangechances,30,belGIANgwaffles
5055,Saaamsonite,3,belGIANgwaffles
5056,Flynnjamm,1030,rabbithole_gg
5057,nbansal_io,5,rabbithole_gg
5058,bitsikka,200,rabbithole_gg
5059,thatguyBG,1000,rabbithole_gg
5060,arsydotorg,1,rabbithole_gg
5061,eth_monkey,10,rabbithole_gg
5062,ljxie,200,rabbithole_gg
5063,boardroom_info,810,rabbithole_gg
5064,patrickxrivera,100,rabbithole_gg
5065,MarksBrainwaves,10,rabbithole_gg
5066,goldenfiredo,40,rabbithole_gg
5067,nklansek,1,rabbithole_gg
5068,Cooopahtroopa,250,rabbithole_gg
5069,ecrivaine_k,200,rabbithole_gg
5070,Nogoodtwts,180,rabbithole_gg
5071,Sim_Pop,100,rabbithole_gg
5072,matthewchaim,180,rabbithole_gg
5073,sinahab,200,rabbithole_gg
5074,rorhug,5,LizHagelthorn
5075,staringispolite,50,LizHagelthorn
5076,Nogoodtwts,710,LizHagelthorn
5077,Sim_Pop,302,LizHagelthorn
5078,digitlartifacts,20,LizHagelthorn
5079,parisrouz,90,LizHagelthorn
5080,isiain,70,LizHagelthorn
5081,LizHagelthorn,60,LizHagelthorn
5082,JoshKamps,10,LizHagelthorn
5083,danwlsn,35,LizHagelthorn
5084,thisisthetruth,1,LizHagelthorn
5085,jstn,1335,LizHagelthorn
5086,aweissman,100,LizHagelthorn
5087,coconidodev,35,LizHagelthorn
5088,patrickxrivera,350,LizHagelthorn
5089,mikemckain_,5,LizHagelthorn
5090,vikudyawer,10,LizHagelthorn
5091,tech0ptimist,55,LizHagelthorn
5092,TheDavidZhou,20,LizHagelthorn
5093,0xJim,3,LizHagelthorn
5094,seedclubhq,500,LizHagelthorn
5095,lylemckeany,2,LizHagelthorn
5096,DrewCoffman,47,LizHagelthorn
5097,blueberrymarie,20,LizHagelthorn
5098,m1guelpf,560,LizHagelthorn
5099,adriankpang,10,LizHagelthorn
5100,bunch,1,LizHagelthorn
5101,strangechances,100,LizHagelthorn
5102,FemiAw,580,FemiAw
5103,coconidodev,1550,FemiAw
5104,techspec_,1,FemiAw
5105,Jad_AE,1100,FemiAw
5106,rorhug,8,FemiAw
5107,robneal28,1,FemiAw
5108,mariodgabriele,1100,FemiAw
5109,ethan_ill,50,FemiAw
5110,otherinternet__,500,notscottmoore
5111,jacksondame,400,notscottmoore
5112,nickgrossman,20,notscottmoore
5113,jstn,1080,notscottmoore
5114,chrismartz,100,notscottmoore
5115,Nogoodtwts,162,notscottmoore
5116,Cooopahtroopa,500,notscottmoore
5117,seedclubhq,700,notscottmoore
5118,trent_vanepps,200,notscottmoore
5119,jsmilovitz,10,notscottmoore
5120,john_c_palmer,100,notscottmoore
5121,ducmobling,50,notscottmoore
5122,bitsikka,200,notscottmoore
5123,ersanxian,30,notscottmoore
5124,Sim_Pop,300,notscottmoore
5125,albiverse,10,notscottmoore
5126,mikemckain_,10,notscottmoore
5127,masonnystrom,11,nickgrossman
5128,nic__carter,1001,nickgrossman
5129,nickgrossman,10,nickgrossman
5130,pazhiAncho,10,nickgrossman
5131,nawazahmednz,25,nickgrossman
5132,jessewldn,75,nickgrossman
5133,spencernoon,1230,nickgrossman
5134,adamludwin,745,nickgrossman
5135,_kylebishop,5,nickgrossman
5136,mkriak,10,nickgrossman
5137,ckurdziel,5,nickgrossman
5138,aweissman,530,nickgrossman
5139,devinawalsh,150,nickgrossman
5140,jarroddicker,540,nickgrossman
5141,AlpenSheth,10,nickgrossman
5142,masonnystrom,2970,WilsonWithiam
5143,WilsonWithiam,160,WilsonWithiam
5144,lakshmansankar,100,WilsonWithiam
5145,BrianFakhoury,15,WilsonWithiam
5146,riabhutoria,1000,WilsonWithiam
5147,trent_vanepps,80,WilsonWithiam
5148,IoT_programmer,3,CoffeeTimesTW
5149,nakabon33,10,CoffeeTimesTW
5150,surasura_ktr,10,CoffeeTimesTW
5151,threef0921,5,CoffeeTimesTW
5152,btcfx295,10,CoffeeTimesTW
5153,hagoromo_crypto,30,CoffeeTimesTW
5154,kyoronut,20,CoffeeTimesTW
5155,TMSearcher,270,CoffeeTimesTW
5156,piercesword,272,CoffeeTimesTW
5157,ryotsun1962,10,CoffeeTimesTW
5158,CoffeeTimesTW,30,CoffeeTimesTW
5159,yutaka_crypto,30,CoffeeTimesTW
5160,hamakagox,10,CoffeeTimesTW
5161,etrisotoko777,10,CoffeeTimesTW
5162,yuragineko,10,CoffeeTimesTW
5163,Emush_crypto,10,CoffeeTimesTW
5164,salmon_crypto,10,CoffeeTimesTW
5165,daisukenosuke_,10,CoffeeTimesTW
5166,myaronmyaron,10,CoffeeTimesTW
5167,kaki1000000,20,CoffeeTimesTW
5168,papikosun,10,CoffeeTimesTW
5169,craftzknock,10,CoffeeTimesTW
5170,IXT_chocobo,30,CoffeeTimesTW
5171,chubchubkun,30,CoffeeTimesTW
5172,vvinyll,20,CoffeeTimesTW
5173,bluecrystalaqua,10,CoffeeTimesTW
5174,Sugar0981,10,CoffeeTimesTW
5175,antsu_ozisan,10,CoffeeTimesTW
5176,tadashimn,20,CoffeeTimesTW
5177,mgndi_,10,CoffeeTimesTW
5178,misatoha,10,CoffeeTimesTW
5179,chocorantanex,10,CoffeeTimesTW
5180,vivi_d_ot,30,CoffeeTimesTW
5181,coinmanabu,10,CoffeeTimesTW
5182,Crypto_Bungaku,100,CoffeeTimesTW
5183,piprycto,10,CoffeeTimesTW
5184,liquidfunc,30,CoffeeTimesTW
5185,No6_8492,10,CoffeeTimesTW
5186,mar0n6084,10,CoffeeTimesTW
5187,like_a_bitcoin,150,CoffeeTimesTW
5188,taijusanagi_v2,10,CoffeeTimesTW
5189,planethouki,10,CoffeeTimesTW
5190,moromaro6,10,CoffeeTimesTW
5191,date_toya,30,CoffeeTimesTW
5192,vasubandhu14,10,CoffeeTimesTW
5193,timeless_lab,10,CoffeeTimesTW
5194,TDarasin,10,CoffeeTimesTW
5195,harukatarotaro,10,CoffeeTimesTW
5196,moya_sii,10,CoffeeTimesTW
5197,bulkupplayer,10,CoffeeTimesTW
5198,merchantofweb3,10,CoffeeTimesTW
5199,dat2510,30,CoffeeTimesTW
5200,20171003signin,10,CoffeeTimesTW
5201,pannajf,10,CoffeeTimesTW
5202,fnioi_lzh,10,CoffeeTimesTW
5203,inabanana4,10,CoffeeTimesTW
5204,tomotakafina1,10,CoffeeTimesTW
5205,verticalized,10,CoffeeTimesTW
5206,CryptoKoala555,10,CoffeeTimesTW
5207,xcryptmanx,10,CoffeeTimesTW
5208,karorinou,10,CoffeeTimesTW
5209,shinanonozenji_,10,CoffeeTimesTW
5210,otukarehitoiki1,10,CoffeeTimesTW
5211,Kaz_Aihara,10,CoffeeTimesTW
5212,kirin_m3,10,CoffeeTimesTW
5213,jsmilovitz,1,CoffeeTimesTW
5214,mmuehlenstein,1,CoffeeTimesTW
5215,zaiakuxx,100,CoffeeTimesTW
5216,reuuumei,60,CoffeeTimesTW
5217,JackMcDermott1,10,CoffeeTimesTW
5218,AlexisGauba,60,CoffeeTimesTW
5219,devinawalsh,300,CoffeeTimesTW
5220,riversidemetal1,100,CoffeeTimesTW
5221,FractonVentures,50,CoffeeTimesTW
5222,9dai_5,45,CoffeeTimesTW
5223,RajitWrites,1,CoffeeTimesTW
5224,jiayaliu,20,CoffeeTimesTW
5225,ducmobling,20,CoffeeTimesTW
5226,shingen_crypto,20,CoffeeTimesTW
5227,stephensonhmatt,500,CoffeeTimesTW
5228,nayukappuru,10,CoffeeTimesTW
5229,masuno15,10,CoffeeTimesTW
5230,ecrivaine_k,1050,CoffeeTimesTW
5231,chisox3000,5,CoffeeTimesTW
5232,kunal,10,CoffeeTimesTW
5233,desmosnode,10,CoffeeTimesTW
5234,stephenpdiesel,1,CoffeeTimesTW
5235,Ericaqu38119446,70,CoffeeTimesTW
5236,trent_vanepps,100,CoffeeTimesTW
5237,Tracy556677,5,CoffeeTimesTW
5238,29942611Amy,5,CoffeeTimesTW
5239,nklansek,1,CoffeeTimesTW
5240,ramgsini,30,CoffeeTimesTW
5241,linjinlen,30,CoffeeTimesTW
5242,wavesexyz,30,CoffeeTimesTW
5243,patapaln,10,CoffeeTimesTW
5244,andyofthevalley,270,osirene_
5245,khole_emily,500,osirene_
5246,strangechances,170,osirene_
5247,daranda,100,osirene_
5248,codygallo,1,osirene_
5249,sirsuhayb,450,osirene_
5250,Veroniacy,10,osirene_
5251,stephenpdiesel,4,osirene_
5252,AaronHaber,10,osirene_
5253,0xJim,10,osirene_
5254,jongold,1070,osirene_
5255,teddyburnette,10,osirene_
5256,patrickxrivera,200,osirene_
5257,chaykak,1050,osirene_
5258,nklansek,1,osirene_
5259,sub_rrosa,300,osirene_
5260,ljxie,440,dberenzon
5261,lalleclausen,10,dberenzon
5262,_kabessa,570,dberenzon
5263,j_humenansky,35,dberenzon
5264,jessewldn,325,dberenzon
5265,medhakothari,60,dberenzon
5266,NikitaaMashkov,30,dberenzon
5267,devinawalsh,330,dberenzon
5268,lay2000lbs,1050,dberenzon
5269,tanghoufa,10,dberenzon
5270,stephensonhmatt,200,dberenzon
5271,_kinjalbshah,310,dberenzon
5272,JacobShiach,30,dberenzon
5273,MarkBeylin,200,dberenzon
5274,boardroom_info,200,dberenzon
5275,nklansek,1,dberenzon
5276,ecrivaine_k,100,dberenzon
5277,Cooopahtroopa,50,dberenzon
5278,sinahab,200,dberenzon
5279,boardroom_info,10,boardroom_info
5280,jillruthcarlson,1040,boardroom_info
5281,HelloShreyas,700,boardroom_info
5282,Cooopahtroopa,500,boardroom_info
5283,jbrukh,1040,boardroom_info
5284,thisisthetruth,5,boardroom_info
5285,stephenpdiesel,1,boardroom_info
5286,_kabessa,200,boardroom_info
5287,winterforwiner,30,boardroom_info
5288,spencernoon,200,boardroom_info
5289,jessewldn,100,boardroom_info
5290,fattycryptos,2,boardroom_info
5291,MarkBeylin,300,boardroom_info
5292,osirene_,47,ecrivaine_k
5293,JialinLi8,10,ecrivaine_k
5294,DanielZhang2016,30,ecrivaine_k
5295,marcfly7,10,ecrivaine_k
5296,Excepti87032260,1,ecrivaine_k
5297,zyc968259,10,ecrivaine_k
5298,Yorkiku,30,ecrivaine_k
5299,bluesinsoul,10,ecrivaine_k
5300,huanggu777,1,ecrivaine_k
5301,huoni_sms,10,ecrivaine_k
5302,hc_qxop,30,ecrivaine_k
5303,orionxiaohan,30,ecrivaine_k
5304,Ajrocwhm,210,ecrivaine_k
5305,chenfuhong1,1,ecrivaine_k
5306,andyofthevalley,2,ecrivaine_k
5307,Creampp123,280,ecrivaine_k
5308,stakecn,10,ecrivaine_k
5309,acatlucky,10,ecrivaine_k
5310,OneDaydada,18,ecrivaine_k
5311,RstDona,30,ecrivaine_k
5312,taiyiyi1,100,ecrivaine_k
5313,czizzy,50,ecrivaine_k
5314,OnlyJohnRay,1,ecrivaine_k
5315,vikudyawer,19,ecrivaine_k
5316,artoriamaster,7,ecrivaine_k
5317,ouyangkeke,100,ecrivaine_k
5318,ChanglongY,30,ecrivaine_k
5319,wahaha_eth,10,ecrivaine_k
5320,Lentil_coco,10,ecrivaine_k
5321,570Mark,10,ecrivaine_k
5322,MEIJI46279399,10,ecrivaine_k
5323,blackpaopao1,10,ecrivaine_k
5324,qiuqiualg,60,ecrivaine_k
5325,lostzzwooo,10,ecrivaine_k
5326,goldenfiredo,60,ecrivaine_k
5327,hjqcan,10,ecrivaine_k
5328,block_toy,10,ecrivaine_k
5329,wj20194,10,ecrivaine_k
5330,morylii,10,ecrivaine_k
5331,YueZ17,10,ecrivaine_k
5332,xiaozhupa,10,ecrivaine_k
5333,metro6644,10,ecrivaine_k
5334,gxfrubbjgcu,10,ecrivaine_k
5335,hanxin59774420,10,ecrivaine_k
5336,Yf89481763,10,ecrivaine_k
5337,HammerYang_CN,10,ecrivaine_k
5338,huyoo94534271,10,ecrivaine_k
5339,CarbonT898,10,ecrivaine_k
5340,P8sipNlJIOnNXyw,10,ecrivaine_k
5341,cocents,10,ecrivaine_k
5342,huangnanlv,10,ecrivaine_k
5343,ge26188289,10,ecrivaine_k
5344,sxc0215,10,ecrivaine_k
5345,Deanlin13,10,ecrivaine_k
5346,scriptdotmoney,30,ecrivaine_k
5347,D123cp,10,ecrivaine_k
5348,yeitoi0402,10,ecrivaine_k
5349,sxc19940315,10,ecrivaine_k
5350,realyue82,10,ecrivaine_k
5351,desmosnode,10,ecrivaine_k
5352,FtTBIz9NyjbuHkl,10,ecrivaine_k
5353,ThaiCondoDeFi,10,ecrivaine_k
5354,b762193408,10,ecrivaine_k
5355,concordiumnode,10,ecrivaine_k
5356,ProfOttilie,10,ecrivaine_k
5357,wang43295055,10,ecrivaine_k
5358,WendongJin,10,ecrivaine_k
5359,chuanx2,10,ecrivaine_k
5360,CryptoManba,10,ecrivaine_k
5361,xiepengqi,10,ecrivaine_k
5362,Ferry_space,10,ecrivaine_k
5363,jaxdeng2,10,ecrivaine_k
5364,wangnull,10,ecrivaine_k
5365,t54341611,10,ecrivaine_k
5366,pokl888,10,ecrivaine_k
5367,guyueshixin,10,ecrivaine_k
5368,discovery19881,10,ecrivaine_k
5369,lukewei8,10,ecrivaine_k
5370,wuu52558041,10,ecrivaine_k
5371,dyu_mary,10,ecrivaine_k
5372,BaiXiaoSheng02,10,ecrivaine_k
5373,wu1151122681,10,ecrivaine_k
5374,yummyuyu_,10,ecrivaine_k
5375,Echo_Amireux,10,ecrivaine_k
5376,xing_will,10,ecrivaine_k
5377,rossbetter,10,ecrivaine_k
5378,JackYif,10,ecrivaine_k
5379,Greyhhh1,10,ecrivaine_k
5380,me733BQR8rh7vUz,10,ecrivaine_k
5381,enginezyq,10,ecrivaine_k
5382,mydiscuzster,10,ecrivaine_k
5383,moonnig06340956,10,ecrivaine_k
5384,lwy183,10,ecrivaine_k
5385,beggarking001,10,ecrivaine_k
5386,SilasYayoi,10,ecrivaine_k
5387,twfhyr,10,ecrivaine_k
5388,muma017,10,ecrivaine_k
5389,jiaodaweimongxi,10,ecrivaine_k
5390,yaffa2333,10,ecrivaine_k
5391,chris04170641,10,ecrivaine_k
5392,Jonewang7,10,ecrivaine_k
5393,ariesjia00,10,ecrivaine_k
5394,koko30momo,10,ecrivaine_k
5395,MJPhn8W0GFhtQSK,10,ecrivaine_k
5396,nature209X,10,ecrivaine_k
5397,0xTaoSu,10,ecrivaine_k
5398,aretebit,10,ecrivaine_k
5399,ecrivaine_k,100,ecrivaine_k
5400,EthExploring,100,ecrivaine_k
5401,Restmumu,10,ecrivaine_k
5402,siriustsou,10,ecrivaine_k
5403,Axelord51,10,ecrivaine_k
5404,behemoth_64,60,ecrivaine_k
5405,nic__carter,5,ecrivaine_k
5406,0xfendiman,70,ecrivaine_k
5407,jstn,10,ecrivaine_k
5408,0xJim,2,ecrivaine_k
5409,tcburning,2,ecrivaine_k
5410,aweissman,500,ecrivaine_k
5411,daranda,200,ecrivaine_k
5412,Hemmastickz,10,ecrivaine_k
5413,albertethwin,10,ecrivaine_k
5414,MakuMoyo,10,ecrivaine_k
5415,XSStheobserver,10,ecrivaine_k
5416,holdfurubang,10,ecrivaine_k
5417,jamiew,10,ecrivaine_k
5418,eddyZzzzt,10,ecrivaine_k
5419,pixlpa,1,ecrivaine_k
5420,ducmobling,10,ecrivaine_k
5421,sub_rrosa,900,ecrivaine_k
5422,MalthusJohn,1,jackbutcher
5423,patrickxrivera,830,jackbutcher
5424,serglotz,10,jackbutcher
5425,stephenpdiesel,2,jackbutcher
5426,jondashkyle,55,jackbutcher
5427,jackbutcher,20,jackbutcher
5428,jarroddicker,650,jackbutcher
5429,SpaceXponential,1,jackbutcher
5430,tomosman,30,jackbutcher
5431,omarganai,10,jackbutcher
5432,sytaylor,20,jackbutcher
5433,m1guelpf,500,jackbutcher
5434,lonelyXBTrider,10,jackbutcher
5435,Iiterature,200,jackbutcher
5436,rishikekw,10,jackbutcher
5437,KlokNews,10,jackbutcher
5438,mistersk021,10,jackbutcher
5439,swilera,1,jackbutcher
5440,Pauseandthrive,10,jackbutcher
5441,moj_jalali,5,jackbutcher
5442,kushaanshah,10,jackbutcher
5443,mikawl_lim,10,jackbutcher
5444,rentjensen,10,jackbutcher
5445,strangechances,500,jackbutcher
5446,aseoconnor,10,jackbutcher
5447,traf,10,jackbutcher
5448,babeoleary,10,jackbutcher
5449,JonGiamp,10,jackbutcher
5450,wokkrr,10,jackbutcher
5451,stavanpatel,10,jackbutcher
5452,deifosv,2,jackbutcher
5453,adhcrypto,10,jackbutcher
5454,niels_klement,10,jackbutcher
5455,johnhartquist,10,jackbutcher
5456,eugenioscles,5,jackbutcher
5457,mariodgabriele,1020,jackbutcher
5458,danielakan_,5,jackbutcher
5459,_callil,600,TheUniverse
5460,jondashkyle,1853,TheUniverse
5461,piercze,1060,TheUniverse
5462,paulgeller,1,TheUniverse
5463,stephensonhmatt,100,TheUniverse
5464,Sidzinies,30,TheUniverse
5465,gabriellemic,50,TheUniverse
5466,sailingfanblues,20,TheUniverse
5467,codygallo,5,TheUniverse
5468,ollybromham,10,TheUniverse
5469,timefurutravel,20,TheUniverse
5470,ducmobling,30,TheUniverse
5471,ramgsini,20,TheUniverse
5472,sub_rrosa,150,TheUniverse
5473,chadsnuts,180,chadsnuts
5474,codybrown,2090,chadsnuts
5475,ckurdziel,1080,chadsnuts
5476,jamiew,169,chadsnuts
5477,paulgeller,1,chadsnuts
5478,robwallet,20,chadsnuts
5479,jstn,69,chadsnuts
5480,readDanwrite,5,chadsnuts
5481,fleshy,10,chadsnuts
5482,jondashkyle,25,chadsnuts
5483,donosaur,10,chadsnuts
5484,codygallo,10,chadsnuts
5485,zherring,20,chadsnuts
5486,lil_smush,10,chadsnuts
5487,xiangjieking,50,chadsnuts
5488,mobliducke,50,chadsnuts
5489,timefurutravel,40,chadsnuts
5490,stronghdkg,40,chadsnuts
5491,jarmanson,9,ZOLAJESUS
5492,mybellalogica,20,ZOLAJESUS
5493,mmuehlenstein,7,ZOLAJESUS
5494,stephenpdiesel,6,ZOLAJESUS
5495,aweissman,55,ZOLAJESUS
5496,strangechances,15,ZOLAJESUS
5497,alibreland,1,ZOLAJESUS
5498,jessewldn,25,ZOLAJESUS
5499,_EricHu,800,ZOLAJESUS
5500,JamesJohnBeck,5,ZOLAJESUS
5501,jamiew,100,ZOLAJESUS
5502,lil_smush,5,ZOLAJESUS
5503,lily___digital,100,ZOLAJESUS
5504,mikemckain_,5,ZOLAJESUS
5505,chrismartz,400,ZOLAJESUS
5506,khole_emily,510,ZOLAJESUS
5507,CryptoCosmicOwl,70,ZOLAJESUS
5508,stronghdkg,10,ZOLAJESUS
5509,pixlpa,5,ZOLAJESUS
5510,paulgeller,1,ZOLAJESUS
5511,29942611Amy,10,ZOLAJESUS
5512,tracydetg,10,ZOLAJESUS
5513,opiumhum,10,ZOLAJESUS
5514,oabpos,20,ZOLAJESUS
5515,js_horne,660,ZOLAJESUS
5516,ourZORA,1000,ZOLAJESUS
5517,verymehari,10,matthewchaim
5518,patrickxrivera,580,matthewchaim
5519,hvdsonofficial,5,matthewchaim
5520,jessewldn,25,matthewchaim
5521,DLROWiAM,10,matthewchaim
5522,Cooopahtroopa,890,matthewchaim
5523,beaugunderson,7,matthewchaim
5524,whatdotcd,400,matthewchaim
5525,jasoncho_,25,matthewchaim
5526,raihan_,5,matthewchaim
5527,js_horne,250,matthewchaim
5528,khole_dena,150,matthewchaim
5529,lily___digital,200,matthewchaim
5530,seedclubhq,810,matthewchaim
5531,daranda,100,matthewchaim
5532,ckurdziel,5,matthewchaim
5533,stephenpdiesel,2,matthewchaim
5534,JamesJohnBeck,5,matthewchaim
5535,chrismartz,20,matthewchaim
5536,moredillon,1,matthewchaim
5537,jzstern,30,matthewchaim
5538,thisisthetruth,5,matthewchaim
5539,0xstark,10,matthewchaim
5540,tvanryzewyk,10,matthewchaim
5541,kneelingbus,290,matthewchaim
5542,Obstropolos,350,Obstropolos
5543,MarkBeylin,30,Obstropolos
5544,davidgrinbaum,30,Obstropolos
5545,quasimatt,100,Obstropolos
5546,riabhutoria,1000,Obstropolos
5547,boardroom_info,800,Obstropolos
5548,_kabessa,1080,Obstropolos
5549,holdfurubang,50,Obstropolos
5550,Flynnjamm,100,Obstropolos
5551,Sim_Pop,250,Obstropolos
5552,seedclubhq,50,Obstropolos
5553,bitsikka,195,bitsikka
5554,kashinath_tamot,100,bitsikka
5555,neya28901334,100,bitsikka
5556,Sim_Pop,1290,bitsikka
5557,stephenpdiesel,3,bitsikka
5558,HelloShreyas,220,bitsikka
5559,swilera,3,bitsikka
5560,paulgeller,1,bitsikka
5561,jacksondame,300,bitsikka
5562,chisox3000,5,bitsikka
5563,codygallo,5,bitsikka
5564,ecrivaine_k,300,bitsikka
5565,stephensonhmatt,150,bitsikka
5566,SpaceXponential,1,bitsikka
5567,zherring,10,bitsikka
5568,strangechances,55,bitsikka
5569,Iiterature,300,bitsikka
5570,mobliducke,30,bitsikka
5571,unicornfews,30,bitsikka
5572,trent_vanepps,500,bitsikka
5573,Veroniacy,20,bitsikka
5574,Nogoodtwts,115,bitsikka
5575,patrickxrivera,100,bitsikka
5576,SpaceXponential,2773,Tunacandrew
5577,BlockchainistaX,53,Tunacandrew
5578,HarryOrchard8,5,Tunacandrew
5579,Tunacandrew,675,Tunacandrew
5580,Espectaculativo,5,Tunacandrew
5581,vikudyawer,5,Tunacandrew
5582,TiwariKratika22,1,Tunacandrew
5583,yollo,60,Tunacandrew
5584,EricCMack,203,Tunacandrew
5585,ArrandaleTroy,5,Tunacandrew
5586,0xSchatz,10,Tunacandrew
5587,MaisonBalzac,3,Tunacandrew
5588,piercesword,22,Tunacandrew
5589,techdirt,10,techdirt
5590,nickgrossman,1000,techdirt
5591,ProjectBEBold,1,techdirt
5592,aweissman,670,techdirt
5593,fredwilson,1010,techdirt
5594,Nogoodtwts,100,techdirt
5595,trent_vanepps,870,techdirt
5596,strangechances,20,techdirt
5597,yaliujiaking,50,techdirt
5598,longmyself1,40,techdirt
5599,linjinlen,40,techdirt
5600,shamalman,1,techdirt
5601,seanmitchell,20,ThisIsAito
5602,LizHagelthorn,2040,ThisIsAito
5603,NassDiba,5,ThisIsAito
5604,29942611Amy,7,ThisIsAito
5605,parisrouz,500,ThisIsAito
5606,thisisthetruth,5,ThisIsAito
5607,m1guelpf,300,ThisIsAito
5608,sirsuhayb,550,ThisIsAito
5609,Veroniacy,40,ThisIsAito
5610,Sim_Pop,250,ThisIsAito
5611,seedclubhq,50,ThisIsAito
5612,jacksondame,30,ThisIsAito
5613,jacksondame,25,digitlartifacts
5614,DrewCoffman,21,digitlartifacts
5615,m1guelpf,1060,digitlartifacts
5616,quasimatt,10,digitlartifacts
5617,Nogoodtwts,390,digitlartifacts
5618,blueberrymarie,30,digitlartifacts
5619,jondashkyle,4,digitlartifacts
5620,pugson,5,digitlartifacts
5621,Iiterature,200,digitlartifacts
5622,AlexMasmej,40,digitlartifacts
5623,LizHagelthorn,250,digitlartifacts
